2.274179 -0.603633 -1.286589 -0.698183 -0.099667 -0.666667
2.509549 -1.211278 -1.554274 -0.394361 -0.199667 -0.666667
2.719694 -1.814378 -1.809347 -0.092811 -0.299667 -0.666667
2.914700 -2.411972 -2.056850 0.205986 -0.399667 -0.666667
3.100522 -3.004848 -2.299761 0.502424 -0.499667 -0.666667
3.280577 -3.594035 -2.539789 0.797018 -0.599667 -0.666667
3.456863 -4.180408 -2.777931 1.090204 -0.699667 -0.666667
3.630586 -4.764631 -3.014793 1.382315 -0.799667 -0.666667
3.802507 -5.347195 -3.250753 1.673598 -0.899667 -0.666667
3.973120 -5.928463 -3.486060 1.964232 -0.999667 -0.666667
4.142760 -6.508705 -3.720880 2.254352 -1.099667 -0.666667
4.311658 -7.088121 -3.955329 2.544061 -1.199667 -0.666667
4.479979 -7.666867 -4.189490 2.833434 -1.299667 -0.666667
4.647844 -8.245061 -4.423422 3.122531 -1.399667 -0.666667
4.815342 -8.822796 -4.657171 3.411398 -1.499667 -0.666667
4.982541 -9.400146 -4.890770 3.700073 -1.599667 -0.666667
5.149494 -9.977169 -5.124247 3.988584 -1.699667 -0.666667
5.316241 -10.553913 -5.357621 4.276956 -1.799667 -0.666667
5.482816 -11.130417 -5.590908 4.565208 -1.899667 -0.666667
5.649243 -11.706713 -5.824122 4.853356 -1.999667 -0.666667
5.815546 -12.282828 -6.057273 5.141414 -2.099667 -0.666667
5.981739 -12.858783 -6.290370 5.429392 -2.199667 -0.666667
6.147839 -13.434599 -6.523419 5.717299 -2.299667 -0.666667
6.313856 -14.010290 -6.756428 6.005145 -2.399667 -0.666667
6.479802 -14.585871 -6.989401 6.292936 -2.499667 -0.666667
6.645683 -15.161354 -7.222342 6.580677 -2.599667 -0.666667
6.811508 -15.736747 -7.455254 6.868374 -2.699667 -0.666667
6.977283 -16.312061 -7.688141 7.156031 -2.799667 -0.666667
7.143012 -16.887303 -7.921006 7.443651 -2.899667 -0.666667
7.308701 -17.462479 -8.153851 7.731240 -2.999667 -0.666667
7.474354 -18.037596 -8.386677 8.018798 -3.099667 -0.666667
7.639974 -18.612659 -8.619487 8.306329 -3.199667 -0.666667
7.805563 -19.187672 -8.852282 8.593836 -3.299667 -0.666667
7.971126 -19.762640 -9.085063 8.881320 -3.399667 -0.666667
8.136663 -20.337566 -9.317832 9.168783 -3.499667 -0.666667
8.302178 -20.912453 -9.550589 9.456227 -3.599667 -0.666667
8.467672 -21.487305 -9.783336 9.743652 -3.699667 -0.666667
8.633146 -22.062124 -10.016073 10.031062 -3.799667 -0.666667
8.798603 -22.636913 -10.248802 10.318456 -3.899667 -0.666667
