2.217111 -0.616327 -1.258056 -0.691836 -0.099667 -0.666667
2.286839 -1.239842 -1.442920 -0.380079 -0.199667 -0.666667
2.236597 -1.837040 -1.567799 -0.081480 -0.299667 -0.666667
2.092821 -2.391997 -1.645910 0.195999 -0.399667 -0.666667
1.877058 -2.897781 -1.688029 0.448891 -0.499667 -0.666667
1.606088 -3.352229 -1.702544 0.676115 -0.599667 -0.666667
1.292836 -3.755580 -1.695918 0.877790 -0.699667 -0.666667
0.947312 -4.109211 -1.673156 1.054606 -0.799667 -0.666667
0.577364 -4.414983 -1.638182 1.207492 -0.899667 -0.666667
0.189250 -4.674897 -1.594125 1.337449 -0.999667 -0.666667
-0.211951 -4.890922 -1.543524 1.445461 -1.099667 -0.666667
-0.622036 -5.064917 -1.488482 1.532458 -1.199667 -0.666667
-1.037456 -5.198590 -1.430772 1.599295 -1.299667 -0.666667
-1.455147 -5.293493 -1.371926 1.646747 -1.399667 -0.666667
-1.872412 -5.351022 -1.313294 1.675511 -1.499667 -0.666667
-2.286820 -5.372426 -1.256090 1.686213 -1.599667 -0.666667
-2.696127 -5.358818 -1.201437 1.679409 -1.699667 -0.666667
-3.098217 -5.311191 -1.150392 1.655595 -1.799667 -0.666667
-3.491047 -5.230429 -1.103976 1.615214 -1.899667 -0.666667
-3.872600 -5.117324 -1.063200 1.558662 -1.999667 -0.666667
-4.240840 -4.972590 -1.029080 1.486295 -2.099667 -0.666667
-4.593668 -4.796876 -1.002666 1.398438 -2.199667 -0.666667
-4.928879 -4.590791 -0.985060 1.295395 -2.299667 -0.666667
-5.244115 -4.354917 -0.977442 1.177459 -2.399667 -0.666667
-5.536809 -4.089846 -0.981096 1.044923 -2.499667 -0.666667
-5.804121 -3.796208 -0.997439 0.898104 -2.599667 -0.666667
-6.042870 -3.474721 -1.028065 0.737361 -2.699667 -0.666667
-6.249437 -3.126263 -1.074781 0.563132 -2.799667 -0.666667
-6.419660 -2.751966 -1.139670 0.375983 -2.899667 -0.666667
-6.548694 -2.353358 -1.225153 0.176679 -2.999667 -0.666667
-6.630845 -1.932588 -1.334078 -0.033706 -3.099667 -0.666667
-6.659374 -1.492752 -1.469813 -0.253624 -3.199667 -0.666667
-6.626278 -1.038417 -1.636361 -0.480792 -3.299667 -0.666667
-6.522094 -0.576444 -1.838453 -0.711778 -3.399667 -0.666667
