0.000000 3.304299 6.365807 9.653789 0
0.100000 3.329984 6.394872 9.790572 0
0.200000 3.354343 6.423288 9.921429 0
0.300000 3.377277 6.451014 10.045194 0
0.400000 3.398694 6.478002 10.160768 0
0.500000 3.418515 6.504196 10.267131 0
0.600000 3.436672 6.529532 10.363353 0
0.700000 3.453112 6.553940 10.448597 0
0.800000 3.467791 6.577338 10.522135 0
0.900000 3.480680 6.599640 10.583347 0
1.000000 3.491762 6.620753 10.631735 0
1.100000 3.501031 6.640575 10.666919 0
1.200000 3.508493 6.659001 10.688648 0
1.300000 3.514166 6.675921 10.696796 0
1.400000 3.518078 6.691225 10.691366 0
1.500000 3.520266 6.704796 10.672490 0
1.600000 3.520776 6.716523 10.640422 0
1.700000 3.519661 6.726292 10.595543 0
1.800000 3.516981 6.733995 10.538349 0
1.900000 3.512802 6.739529 10.469451 0
2.000000 3.507193 6.742797 10.389563 0
2.100000 3.500227 6.743709 10.299502 0
2.200000 3.491976 6.742187 10.200171 0
2.300000 3.482517 6.738164 10.092555 0
2.400000 3.471923 6.731586 9.977709 0
2.500000 3.460267 6.722412 9.856749 0
2.600000 3.447621 6.710619 9.730835 0
2.700000 3.434051 6.696197 9.601169 0
2.800000 3.419622 6.679155 9.468973 0
2.900000 3.404391 6.659519 9.335482 0
3.000000 3.388414 6.637333 9.201934 0
3.100000 3.371739 6.612660 9.069551 0
3.200000 3.354409 6.585578 8.939533 0
3.300000 3.336463 6.556187 8.813043 0
3.400000 3.317933 6.524600 8.691199 0
3.500000 3.298845 6.490947 8.575061 0
3.600000 3.279224 6.455374 8.465620 0
3.700000 3.259087 6.418041 8.363793 0
3.800000 3.238449 6.379120 8.270410 0
3.900000 3.217322 6.338792 8.186211 0
4.000000 3.195716 6.297250 8.111835 0
4.100000 3.173639 6.254694 8.047818 0
4.200000 3.151099 6.211327 7.994586 0
4.300000 3.128104 6.167358 7.952456 0
4.400000 3.104666 6.122996 7.921629 0
4.500000 3.080796 6.078451 7.902190 0
4.600000 3.056511 6.033929 7.894113 0
4.700000 3.031831 5.989632 7.897255 0
4.800000 3.006781 5.945757 7.911363 0
4.900000 2.981393 5.902491 7.936078 0
5.000000 2.955704 5.860013 7.970937 0
5.100000 2.929758 5.818491 8.015379 0
5.200000 2.903608 5.778081 8.068752 0
5.300000 2.877313 5.738925 8.130322 0
5.400000 2.850940 5.701151 8.199278 0
5.500000 2.824564 5.664874 8.274742 0
5.600000 2.798267 5.630193 8.355779 0
5.700000 2.772139 5.597191 8.441406 0
5.800000 2.746277 5.565937 8.530602 0
5.900000 2.720781 5.536486 8.622321 0
6.000000 2.695761 5.508876 8.715499 0
6.100000 2.671328 5.483135 8.809067 0
6.200000 2.647597 5.459274 8.901961 0
6.300000 2.624687 5.437295 8.993133 0
6.400000 2.602716 5.417190 9.081565 0
6.500000 2.581804 5.398939 9.166270 0
6.600000 2.562069 5.382516 9.246312 0
6.700000 2.543625 5.367889 9.320809 0
6.800000 2.526584 5.355018 9.388943 0
6.900000 2.511051 5.343863 9.449969 0
7.000000 2.497127 5.334380 9.503223 0
7.100000 2.484902 5.326525 9.548123 0
7.200000 2.474461 5.320253 9.584183 0
7.300000 2.465875 5.315523 9.611011 0
7.400000 2.459207 5.312298 9.628315 0
7.500000 2.454507 5.310542 9.635906 0
7.600000 2.451814 5.310226 9.633699 0
7.700000 2.451153 5.311327 9.621715 0
7.800000 2.452536 5.313826 9.600079 0
7.900000 2.455962 5.317713 9.569021 0
8.000000 2.461415 5.322983 9.528868 0
8.100000 2.468868 5.329638 9.480050 0
8.200000 2.478279 5.337685 9.423086 0
8.300000 2.489595 5.347139 9.358587 0
8.400000 2.502750 5.358018 9.287245 0
8.500000 2.517667 5.370344 9.209825 0
8.600000 2.534258 5.384144 9.127164 0
8.700000 2.552426 5.399445 9.040157 0
8.800000 2.572067 5.416276 8.949748 0
8.900000 2.593068 5.434665 8.856926 0
9.000000 2.615311 5.454637 8.762710 0
9.100000 2.638674 5.476216 8.668141 0
9.200000 2.663031 5.499418 8.574272 0
9.300000 2.688255 5.524256 8.482156 0
9.400000 2.714218 5.550734 8.392838 0
9.500000 2.740792 5.578845 8.307343 0
9.600000 2.767853 5.608575 8.226666 0
9.700000 2.795279 5.639897 8.151761 0
9.800000 2.822952 5.672771 8.083532 0
9.900000 2.850760 5.707146 8.022827 0
