0.000000 2.160928 6.000000 9.839072 0
0.100000 2.219432 6.000000 9.780568 0
0.200000 2.285734 6.000000 9.714266 0
0.300000 2.359174 6.000000 9.640826 0
0.400000 2.439016 6.000000 9.560984 0
0.500000 2.524463 6.000000 9.475537 0
0.600000 2.614662 6.000000 9.385338 0
0.700000 2.708711 6.000000 9.291289 0
0.800000 2.805670 6.000000 9.194330 0
0.900000 2.904571 6.000000 9.095429 0
1.000000 3.004426 6.000000 8.995574 0
1.100000 3.104236 6.000000 8.895764 0
1.200000 3.203005 6.000000 8.796995 0
1.300000 3.299746 6.000000 8.700254 0
1.400000 3.393491 6.000000 8.606509 0
1.500000 3.483305 6.000000 8.516695 0
1.600000 3.568290 6.000000 8.431710 0
1.700000 3.647597 6.000000 8.352403 0
1.800000 3.720433 6.000000 8.279567 0
1.900000 3.786070 6.000000 8.213930 0
2.000000 3.843854 6.000000 8.156146 0
2.100000 3.893206 6.000000 8.106794 0
2.200000 3.933634 6.000000 8.066366 0
2.300000 3.964733 6.000000 8.035267 0
2.400000 3.986192 6.000000 8.013808 0
2.500000 3.997798 6.000000 8.002202 0
2.600000 3.999435 6.000000 8.000565 0
2.700000 3.991085 6.000000 8.008915 0
2.800000 3.972832 6.000000 8.027168 0
2.900000 3.944860 6.000000 8.055140 0
3.000000 3.907447 6.000000 8.092553 0
3.100000 3.860966 6.000000 8.139034 0
3.200000 3.805884 6.000000 8.194116 0
3.300000 3.742749 6.000000 8.257251 0
3.400000 3.672193 6.000000 8.327807 0
3.500000 3.594920 6.000000 8.405080 0
3.600000 3.511703 6.000000 8.488297 0
3.700000 3.423374 6.000000 8.576626 0
3.800000 3.330814 6.000000 8.669186 0
3.900000 3.234949 6.000000 8.765051 0
4.000000 3.136737 6.000000 8.863263 0
4.100000 3.037158 6.000000 8.962842 0
4.200000 2.937208 6.000000 9.062792 0
4.300000 2.837885 6.000000 9.162115 0
4.400000 2.740182 6.000000 9.259818 0
4.500000 2.645075 6.000000 9.354925 0
4.600000 2.553514 6.000000 9.446486 0
4.700000 2.466415 6.000000 9.533585 0
4.800000 2.384647 6.000000 9.615353 0
4.900000 2.309027 6.000000 9.690973 0
5.000000 2.240312 6.000000 9.759688 0
5.100000 2.179186 6.000000 9.820814 0
5.200000 2.126263 6.000000 9.873737 0
5.300000 2.082069 6.000000 9.917931 0
5.400000 2.047047 6.000000 9.952953 0
5.500000 2.021546 6.000000 9.978454 0
5.600000 2.005822 6.000000 9.994178 0
5.700000 2.000032 6.000000 9.999968 0
5.800000 2.004232 6.000000 9.995768 0
5.900000 2.018383 6.000000 9.981617 0
6.000000 2.042341 6.000000 9.957659 0
6.100000 2.075868 6.000000 9.924132 0
6.200000 2.118628 6.000000 9.881372 0
6.300000 2.170195 6.000000 9.829805 0
6.400000 2.230053 6.000000 9.769947 0
6.500000 2.297604 6.000000 9.702396 0
6.600000 2.372173 6.000000 9.627827 0
6.700000 2.453015 6.000000 9.546985 0
6.800000 2.539322 6.000000 9.460678 0
6.900000 2.630233 6.000000 9.369767 0
7.000000 2.724838 6.000000 9.275162 0
7.100000 2.822192 6.000000 9.177808 0
7.200000 2.921323 6.000000 9.078677 0
7.300000 3.021240 6.000000 8.978760 0
7.400000 3.120945 6.000000 8.879055 0
7.500000 3.219441 6.000000 8.780559 0
7.600000 3.315745 6.000000 8.684255 0
7.700000 3.408894 6.000000 8.591106 0
7.800000 3.497957 6.000000 8.502043 0
7.900000 3.582045 6.000000 8.417955 0
8.000000 3.660318 6.000000 8.339682 0
8.100000 3.731992 6.000000 8.268008 0
8.200000 3.796353 6.000000 8.203647 0
8.300000 3.852757 6.000000 8.147243 0
8.400000 3.900641 6.000000 8.099359 0
8.500000 3.939525 6.000000 8.060475 0
8.600000 3.969023 6.000000 8.030977 0
8.700000 3.988838 6.000000 8.011162 0
8.800000 3.998772 6.000000 8.001228 0
8.900000 3.998728 6.000000 8.001272 0
9.000000 3.988704 6.000000 8.011296 0
9.100000 3.968802 6.000000 8.031198 0
9.200000 3.939220 6.000000 8.060780 0
9.300000 3.900253 6.000000 8.099747 0
9.400000 3.852292 6.000000 8.147708 0
9.500000 3.795814 6.000000 8.204186 0
9.600000 3.731385 6.000000 8.268615 0
9.700000 3.659648 6.000000 8.340352 0
9.800000 3.581320 6.000000 8.418680 0
9.900000 3.497184 6.000000 8.502816 0
