0.000000 4.368470 7.281087 10.034517 11.515863 14.514773 0
0.100000 4.366893 7.282694 10.121285 11.583218 14.518233 0
0.200000 4.358067 7.285136 10.201176 11.657936 14.524422 0
0.300000 4.342093 7.288300 10.273779 11.739700 14.533652 0
0.400000 4.319145 7.291997 10.338792 11.828102 14.546238 0
0.500000 4.289471 7.295959 10.396024 11.922648 14.562496 0
0.600000 4.253388 7.299851 10.445396 12.022759 14.582735 0
0.700000 4.211274 7.303273 10.486934 12.127783 14.607253 0
0.800000 4.163569 7.305772 10.520763 12.237003 14.636330 0
0.900000 4.110761 7.306846 10.547104 12.349639 14.670220 0
1.000000 4.053382 7.305956 10.566260 12.464868 14.709146 0
1.100000 3.992001 7.302540 10.578611 12.581830 14.753297 0
1.200000 3.927215 7.296018 10.584601 12.699636 14.802814 0
1.300000 3.859638 7.285809 10.584724 12.817389 14.857792 0
1.400000 3.789893 7.271340 10.579517 12.934185 14.918269 0
1.500000 3.718605 7.252059 10.569543 13.049134 14.984225 0
1.600000 3.646390 7.227447 10.555377 13.161367 15.055576 0
1.700000 3.573846 7.197029 10.537601 13.270047 15.132169 0
1.800000 3.501546 7.160385 10.516781 13.374383 15.213782 0
1.900000 3.430029 7.117158 10.493464 13.473633 15.300123 0
2.000000 3.359794 7.067067 10.468163 13.567122 15.390823 0
2.100000 3.291291 7.009911 10.441346 13.654241 15.485445 0
2.200000 3.224921 6.945576 10.413432 13.734456 15.583479 0
2.300000 3.161024 6.874042 10.384779 13.807318 15.684347 0
2.400000 3.099882 6.795387 10.355681 13.872456 15.787406 0
2.500000 3.041713 6.709785 10.326359 13.929589 15.891951 0
2.600000 2.986670 6.617511 10.296966 13.978521 15.997225 0
2.700000 2.934842 6.518935 10.267579 14.019142 16.102420 0
2.800000 2.886256 6.414527 10.238202 14.051422 16.206689 0
2.900000 2.840875 6.304843 10.208770 14.075413 16.309152 0
3.000000 2.798605 6.190526 10.179147 14.091239 16.408905 0
3.100000 2.759297 6.072295 10.149140 14.099091 16.505032 0
3.200000 2.722754 5.950939 10.118496 14.099221 16.596611 0
3.300000 2.688735 5.827305 10.086918 14.091931 16.682728 0
3.400000 2.656963 5.702289 10.054066 14.077565 16.762488 0
3.500000 2.627131 5.576821 10.019573 14.056501 16.835020 0
3.600000 2.598911 5.451857 9.983053 14.029140 16.899496 0
3.700000 2.571961 5.328364 9.944110 13.995893 16.955134 0
3.800000 2.545932 5.207306 9.902350 13.957176 17.001213 0
