3.900000 2.520482 5.089631 9.857393 13.913398 17.037078 0
4.000000 2.495277 4.976262 9.808883 13.864950 17.062152 0
4.100000 2.470003 4.868078 9.756494 13.812200 17.075942 0
4.200000 2.444372 4.765908 9.699948 13.755483 17.078046 0
4.300000 2.418130 4.670517 9.639016 13.695092 17.068160 0
4.400000 2.391063 4.582595 9.573529 13.631279 17.046080 0
4.500000 2.363003 4.502750 9.503382 13.564244 17.011708 0
4.600000 2.333831 4.431499 9.428543 13.494135 16.965050 0
4.700000 2.303482 4.369264 9.349054 13.421047 16.906223 0
4.800000 2.271950 4.316361 9.265033 13.345020 16.835449 0
4.900000 2.239286 4.273006 9.176675 13.266040 16.753054 0
5.000000 2.205598 4.239305 9.084251 13.184046 16.659465 0
5.100000 2.171056 4.215257 8.988107 13.098927 16.555209 0
5.200000 2.135884 4.200760 8.888657 13.010535 16.440901 0
5.300000 2.100361 4.195605 8.786382 12.918685 16.317240 0
5.400000 2.064816 4.199491 8.681817 12.823168 16.185004 0
5.500000 2.029624 4.212022 8.575550 12.723755 16.045035 0
5.600000 1.995199 4.232724 8.468208 12.620210 15.898236 0
5.700000 1.961987 4.261045 8.360449 12.512301 15.745555 0
5.800000 1.930462 4.296371 8.252952 12.399803 15.587979 0
5.900000 1.901116 4.338035 8.146405 12.282518 15.426520 0
6.000000 1.874448 4.385326 8.041494 12.160280 15.262205 0
6.100000 1.850962 4.437508 7.938894 12.032964 15.096066 0
6.200000 1.831152 4.493824 7.839253 11.900502 14.929127 0
6.300000 1.815499 4.553514 7.743187 11.762885 14.762395 0
6.400000 1.804454 4.615825 7.651266 11.620175 14.596848 0
6.500000 1.798441 4.680025 7.564007 11.472513 14.433428 0
6.600000 1.797840 4.745413 7.481864 11.320121 14.273031 0
6.700000 1.802983 4.811329 7.405224 11.163310 14.116499 0
6.800000 1.814148 4.877167 7.334398 11.002482 13.964613 0
6.900000 1.831551 4.942381 7.269620 10.838131 13.818088 0
7.000000 1.855345 5.006493 7.211042 10.670843 13.677569 0
7.100000 1.885612 5.069099 7.158735 10.501294 13.543624 0
7.200000 1.922363 5.129878 7.112686 10.330249 13.416746 0
7.300000 1.965532 5.188589 7.072806 10.158550 13.297349 0
7.400000 2.014984 5.245076 7.038930 9.987118 13.185769 0
7.500000 2.070505 5.299269 7.010821 9.816938 13.082265 0
7.600000 2.131811 5.351182 6.988183 9.649053 12.987023 0
7.700000 2.198550 5.400907 6.970662 9.484551 12.900156 0
7.800000 2.270302 5.448614 6.957860 9.324553 12.821711 0
7.900000 2.346591 5.494544 6.949346 9.170202 12.751673 0
8.000000 2.426882 5.538998 6.944664 9.022646 12.689971 0
8.100000 2.510596 5.582335 6.943345 8.883030 12.636486 0
8.200000 2.597113 5.624958 6.944923 8.752472 12.591055 0
8.300000 2.685782 5.667304 6.948942 8.632060 12.553480 0
8.400000 2.775928 5.709836 6.954975 8.522827 12.523534 0
8.500000 2.866864 5.753029 6.962627 8.425747 12.500972 0
8.600000 2.957897 5.797360 6.971553 8.341714 12.485534 0
8.700000 3.048338 5.843294 6.981466 8.271536 12.476954 0
8.800000 3.137515 5.891276 6.992147 8.215922 12.474967 0
8.900000 3.224776 5.941716 7.003450 8.175471 12.479315 0
9.000000 3.309501 5.994983 7.015312 8.150665 12.489752 0
9.100000 3.391109 6.051390 7.027758 8.141866 12.506048 0
9.200000 3.469068 6.111188 7.040901 8.149304 12.527997 0
9.300000 3.542897 6.174558 7.054945 8.173082 12.555415 0
9.400000 3.612175 6.241605 7.070186 8.213170 12.588147 0
9.500000 3.676545 6.312350 7.087004 8.269409 12.626064 0
9.600000 3.735718 6.386730 7.105868 8.341510 12.669069 0
9.700000 3.789472 6.464593 7.127319 8.429064 12.717090 0
9.800000 3.837661 6.545697 7.151968 8.531543 12.770085 0
9.900000 3.880208 6.629713 7.180487 8.648313 12.828034 0
